comment,type
يعطيك الصحة سي صلاح,normal
اللى ايدوا القانون لكنتهم اقرب للفرنسية,normal
يعتيك بقلة,normal
سيبت القحبة أجي نسيبلك فمك,aggressive
شوفو القناة الفاسدة تشوه صورة الناس نخدم الصغار حاطين عنوان يخدم صغار,normal
غبي محترم,normal
حديث أعتقد النبي صل وسلم,normal
رئيس مخرف والله ماوصل العالم العربي الوضع وجود روساء مخرفين علمانيين,normal
لاوجود لقانون ماشرع لعباده مايقوله هاذا الحيوان لزرع الفتنة وزعزعة العلاقة الذكر والانثي ليدخلو صراع لاطاءل,normal
والله وبالله وتالله نكرهك مايا أشد كره,aggressive
تنكنا زبي تنكنا,aggressive
قوه بالله تمرد واضح افهمو القران ينبغي المرا تقول اعطيني عزوزة الستوت قريت القران فهمت المرا تورث الرجل يعلم تعلمون,aggressive
قحاب المرض الإمارات منعهم الدعارة,aggressive
تفه بنعلاك,aggressive
عاجبو يقعد عاجبو روح نيك ناقصين عدنا عنصرية تونس مكذب زبور أمك,aggressive
اووه عباد يطيرو صدقناا,normal
لاحولة بلله ربي يلعنهم,aggressive
مشي نكمك ولد قحبۃ,aggressive
تجبد الجزائر,normal
الجهل شعب تونس بدينكم مسلمين بالاسم معاد عذر واضح التواصل الاجتماعى الحديث والله مسؤل القيامه ابحثوا وتعلموا امور دينكم سهل اجيال صغيره حرام يبقون جهلاء بدينهم والله نصيحة اختكم ااسعوديه,normal
ربي يهدهم,aggressive
أقل أني أعيش باب صديقي الإنسان محفوظ الكرامة يشتغل عاطل آخر الشهر تجد مرتبك اشتغلت معاق ألمانيا برنامج العاطل والمريض والمعاق مرتب شهري يدفع كراء البيت والكهرباء والتسخين وبق,normal
سكت حمار الغرب يضحك بعتوا دينكم وبناتكم عاهرات إيطاليا داعش إرهاب المشكل العرب يطبقوا الشريعة الإسلامية,aggressive
الفيديو أكبر دليل وبرهان كفر الدساتير الوضعية دستورنا القران يلتزم يطبق الحد غصبا الحكومة الملحده,aggressive
بشير فار حبس خارج ثالثة ابتيدائي جاي اتناقش مايا عيب اعليك جاهل مالقيتهاش ومانجمتش تناقش جاهل دورتها تهريج ااجاهل عبدلي وقتلي عصراتو مايا قالها بايرة والجمهور العظيم جمهور كسكروتات قحاب وطحانة اهانة لاي مثقف اضحكهم تعرف مستواهم اطايح زميمهم سامي الفهري يعشق الابتذال,aggressive
راجلها ههههههه تحكيو حالة,normal
احلى صرم امك,aggressive
تحيا العلمانية,normal
والله شعب جاهل خليتو الدين تبعوا الدستور,aggressive
تونس دولة مدنية دينها الاسلام,normal
نصمت همفيك قلي نتقابلو ونضف ترمتك وحجمها إنجيب فازلين ونجيك تخافش إندخلهولك بشويا بشويا ههههههه هات عنوانك كانك راجل,aggressive
كلام الحق دق قلوبهم وصوت جنود عاليآ حفظك شيخ بلال,aggressive
سيناريو روقارة,normal
إنسان واعي مثقف كلامه ذرر وأفكاره نيرة يشفي غليلي الرد مي القصوري,normal
ماعندنا ميراث مانقسمو عشنا ماكسبنا نموتو مانخلو ههههههههههههههه اختكم الجزائر,normal
لأصول الجينية للشعب التونسي,normal
هاكاك كريم اكلاشي رانى دزاير,normal
بارك كلامك لويز لعزيز,normal
يجعل لابنته زوجته شاء,normal
نعيم الزعيم,normal
للعرب شرف هههه نسمع قط,normal
شممت رائحتك النتنة مروكي الكومبيوتر أخرج فوحت المكان,aggressive
إستثناءات دار الحق ينفع مال بنون,normal
شعب يجهر بلمعصية وشتسن,aggressive
نشكرها صراحتها منافقة إنسان عندو حاجات فحياتو وهادي خصوصية متاعها وحدها فاهمة قاعدين تسبو ربي يهديكم مريم الدباغ نحبك تحياتي,normal
واضحة لسيتكوم رمضان,normal
لكلبه الصارف جورات كوره تبادلو هههه وجهها قفاها,aggressive
برا للطبيب داوي روحك حالتك متعبة اصل,normal
يسئلو المنشط امين غارة اتى بسؤال,normal
ياخساره بناتنا ثقافتهم ظعيفة,aggressive
تونس نحسها لبنان يدير لايك,normal
مضبيک هذک عمل جهدک تلحس لراجل,normal
احقر تونسية وجه الارض تفوووووووووووه,aggressive
ههههه مل شب بشير معلم,normal
شعب جاااااااااهل,aggressive
لطفي لابس تريكو الفلفل تقول يخدم فالشريكة الهريسة,normal
ليبية تاج راسك ماتقارنها بتونسيات العاهرات شط البحر عرينات وينيكوا هبا ودبا ياولد القحبه,aggressive
تفي ليوم الدين,aggressive
اكبر عورة,aggressive
انشاء ربي يحشركم,normal
التونسيات كرامه,aggressive
جزائرية تزني أبوها تقول بابا حواني,aggressive
حمام نساء غيلان صابون ميعتو البلاد بذكر مريم الدباغ كريم هلالة هالعظماء نهار كامل نادين وجوهم الأعلام يهز ينفض المستمع المسكين يسمع يتابع يضيع وقتو,normal
مستوى زبي تفوووه خماجات نتاع زبي,aggressive
تحيا السيسي تحيا السيسي تحيا السيسي تحيا السيسي تحيا السيسي تحيا السيسي تحيا السيسي تحيا السيسي تحيا السيسي تحيا السيسي تحيا السيسي تحيا السيسي,normal
ههههههه يازبي تساوي الارت ياازبي المغرب والله عيب رجال تونس اقسم بالله خاصكم تحكمو نساكم يازبي لبسالة هدي,aggressive
البهايم جدت الحكاية معرفوش السيد هاكا بيدو مكلموا فرخ البوماضة ولد عواطف فيلم زبي ولد يقرا ابتدائي عصبة نقبتك نقبتو,aggressive
ليا الزوز يمثلونيش خنثاوي سفيه هامل قليل حيا,aggressive
كلمه وحده لمريم امك ورا لبلايك امك تونسيه يوفا لحديث,normal
غيرت خليقتها بزاااف ياااحي تفوووه دزاير اوك,aggressive
الفرق المراة التونسية ودولة الخماراتبينما نساء تونس تسوق الطايرات كاول مراة عربية وافريقية تسوق طاءرة واسمها علياء المنشاريدولة الامارات والاماراتيون يركبون الجمال,aggressive
لغه يتكلمون والله مافهمة مذا يقولون بلفلبين بدوله عربيه,normal
كمثل حمار ماإندك الدين,aggressive
تعالا هتو نقعدك زبي نهبلك تربية,aggressive
هههههههههههههه,normal
ﻻ ﻻ ﻻ ﻻ ﻻ ﻻ ﻻ ﻻ احباءنا تونس ينكر نصا صريحا كتاب كافر,aggressive
نقش حيوان خامج كلب كافر مرتد مجرم مسلم حقيقي واني ابن زانية للقيط تفو بزكليف المنكوح منضر همجي مسخ,aggressive
اقسم الشعب التونسي حراااام عربي ومسلم شعب فاسد مخنث فاهمين التطور غلط الحمد لله ياربي مجيتش تونسي وتحية للبنت الدزيريه بجد صحه صايمه وطز التونسه,aggressive
الزوز عورة,aggressive
ههه أخواتكم وأولاد عمكم عربان الخليج مايرجعولكومش ومليارات الدولارات الموجودة بنوك الإمارات كولوا خري يامسلمين ياعروبيين ياطحانة الفلسطيين,aggressive
هجوم لاننا نحبكم كنخاف كثير مثلا اختى تخطئ اجلس معها واقول فعلتيه خطأ لانى فعلت ابقى مقصر حق اختى واجب اننا بيخطئ الثانى خطا بدافع المحبه العرب وخاصة المسلمين وعيد سعيد الامه الاسلاميه انشاء,normal
شمس الدين باشا رجولي محلاه,normal
فكرة جدتي جزائرية مولودة القبايل جات استقرت باباها اخواتها تونس جزااري اخطاك,normal
شكرا ياسين معلللللللللىم,normal
لطفي العبدلي طول اللسان القباحة الجرأة الزايدة حدها باهية ساعات مقبولة اسمها قلة تربية تخلي الناس تنفر تكرهك احترام لغيرك,normal
الشاب بشير رأيه مسكين كبشت تقول علقة يحفظ ويستر المرأة عورة وراني بشير ظالم مظلوم نظن عقدة الإسلام مايا,aggressive
والله مرجتونا وكرهتونا القناة توى لايف وزيد متهبطو بارتي متمعسولنا قلوبنا الزح معناها نعيشوا الخارج مناش معنيين للحوار التونسي,normal
تفيه يالطفي مخك خامج يقلك يحبك معناها ميكرهكش مخك خامج الشاذ طلعت تحيا لشمس الدين متربي لعمره سب خمج مخه,aggressive
ماهي حشوة اخويا تصدق حاجة كينك صدقت داخلين بطريقة خبيثة يكفينا شرهم,normal
لعنك ملحدة,aggressive
حبيت الضحك الناس شمس الدين باشا اخي طلعت نايك لعنه الزمك,aggressive
ههههه مافهم مللي قالتو مايا ماو خاترك جاهل متخلف,aggressive
تحكي عقدة لبدن عقدة بدن سامي الفهري,normal
الكلام يقولوه ناس آخرين آخرين ذكيين بركة بدل الأفارقة بالتوانسة بدل المغرب الجزائر بفرنسا ايطاليا,normal
لطفي راجل والناجس الاخر شمس خنثى يدافع خنثى وطحان كيفو,aggressive
حسبي الوكيل,normal
سلفيو المغرب العربي للأسف مختلفين سلفية السعودية,normal
تحبو تخدمولنا فيلم والماتش ملعوب ياسي أمين والفرس اذي,normal
شنوووووفة,normal
روح نيك امك ررح نصدرو الدعارة يلعن ربك الكلام قدام زبي المباشر بببببببببببففففففففففففففف,aggressive
واطية,aggressive
هههههههههه الفيديو استنتجت الشعب التونسي أغبى شعب العالم النساء الرجال ڨاااااااع حمير بعزيز تفوو كفار زبيييي,aggressive
نكح العاهرة بنجاح إسقاطها بالقاضية يقصف القحبة وحيدة الدريدي الميبونة لطف الر حمان هكذا أدركت سبب تمكينك دور القحبة طرف القس يس الخسيس العميل الصهيوني الملحد,aggressive
فائدة متخلق ومتخنث يهديكم,aggressive
لطفي مريض بينت روحك شد قهوتك وريض,normal
شعب تونسي الهوى يهدي خلق,normal
تونسي همك الوحيد ملأ القفة وآخر همك تغيير حكم الميراث ذهبت هيبتك الرجال المسلمين تونس يبقون رغم حقد الحاقدين,normal
توة يعطي الفلوس بالملاين الأغنياء لتوب يعملوهاش يخي تعديو الحكاية هفبركة,normal
احقر فنان تونسى لطفى العبدلى وشمس باشا اجمل وارقى فنان,aggressive
لطفي قليل تربية شمس الدين باشا مربي,normal
تحية كبيرة اكبرواحد وراء البلايك والله تبارك المذيعة,normal
ياتونسي تبدلوا بقنون انساني,normal
أجمل تعليق يعطيك الصحة,normal
شمس الدين متربي الحق,normal
يتكلم الجاهل كلامه مأساة احمق وساذج يعرف طريقة الكلام ويتصمت العاقل صمته حكمة قمةالماساة توجد عالم يسوده الجهل,normal
هههههههههههههههههههه ياخو درتو بالكذب تونس تاعكم رأي دجي تبسة مرتين ونتوما طيرو جت دزاير ديرو بقة سماء مساكين خخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخ,normal
خيييييت مازالت تحكي بوراء البلايك مستوى دنيئ منحط خيييت انحطاط اخلاقي رهيب تحسها فصالة تبدى تحكي تعوج فمها طردوها برنامج تلكبيرة سنية الدهماني المثقفة الجميلة صاحبة الاخلاق الرفيعة امينة سطا حرام يقعدوا البرنامج فهن يتشابهن معها شئ,normal
ناقم مريض نفسي نقمة مالناس سراهم ههههه تحلم تعيش عيشتهم ماركا شرف دين تدين فعلا الكلام يفهمكش جبري ابهم صباطي كامل الاحترام لصباطي ماكش تبرى جيعان ناقم,aggressive
قضية الميراث الإسلام الحق المرأة تأخذ ميراث أبوها وتأخذ ميراث زوجها يصبح ملكها لوحدها ميراث الرجل يصرفه أهله وأمه وأخته,normal
الأميرة القرطاجية ربي يحشرك الجحيم حمالة الحطب حطب جهنم بالك الجنة بالمجان ههههه روحي تعهري وقولي ربي يدخلني للجنة اتعراي وقولي ربي يدخلني للجنة نهار الاخرة وتشوفي ربي سبحانو يعلقها الاثداء نتاعها وراتهم للناس راكي دافعي العاهرات باينة كيفكيف ثعلب الصحراء,aggressive
حاجة مستعصية بول القرآن وراح يفرج همك,aggressive
لذكر حضي الانثيي صدق العظيم,normal
يركب البااااااز متاعي هههههه,normal
لطفي اعتذر لكنك راجل الكلمة حقير ونذل وبعيد جد البعد الاخلاق واداب الحديث طحت خشين شمسو باشا لكنك اظهرت متخلق ومؤدب قتلك بالقدر نقولو تزاير جرتك وليت متتبعيه اتربى خسرت جمهور اللقطة اصبحت رصيد,aggressive
دربكم ولسلام زبي,aggressive
يحكم أنزل فأولئك الكافرون,aggressive
شفت الفيديوا ريتهم الطبيبة طبيية ماشية تقرأ الصين بولادهاتتكلم قحاب ولد القحبةما معروف الميبون التونسي هزاز العصبة الطحين كيفكعلى اساس الجنسيات لخرى شريفة تحل فمك بنات بلادك يعطم نم جبري عمركم توليوا رجال,aggressive
شاء إخوتنا امازيغ جربة الإباضية سيقطعون رأسك كافر,aggressive
لطفي مربي موسخ,normal
أكبر خامج تونس بلاسطك الشارع بلاطوات هلكتلنا صغرنا ميعة الفرجة انسان مسخ قليل حيااااا لطفي عملتلنا العار وغليت الخبزة أمثال بعلوش,aggressive
كذب نصو تصدقوهم,normal
جاهل بالجغرافيا والتاريخ وتسب عديم التربية,normal
يلعنك سبسي ماكش مانعرف بكلام ربي التوانسة ساكتينلاتضرون الإسلام شيءتضرو رواحكم شفتو الحقيقة خليتوها,aggressive
شاء فاليؤمن شاء فل يكفر قتل المرتد ذالك الشخص يؤمن بركن أركان الإسلام وينكر الأركان وجب تصحيح عقيدته الخروج الإسلام خرج الإسلام حر بقي الإسلام وجب الإيمان بالأركان وإ,normal
متثقف المشكل,normal
أكبر خامج تونس بلاسطك الشارع بلاطوات هلكتلنا صغرنا ميعة الفرجة انسان مسخ قليل حيااااا لطفي عملتلنا العار وغليت الخبزة أمثال بعلوش,aggressive
کمشه کلاب ملحدین نیکوهم,aggressive
نحنا النساء قصدي الرجال نطالبوا الميراث بحقنا النفقة النساء تصرف تخلص الكراء,normal
سعدك لطرش,normal
والله المدير دا يتكلم كلام اجيب الطالب الأفريقي ياتو شهاد ويمشي ينساهم يدرس بالمجان الطالب يدفع الطالب هههههههه,normal
سيبت القحبة أجي نسيبلك فمك,aggressive
تونس لازمها فتح اسلامي يعرقو الاسلام جيدا,aggressive
السبسي نصراني مسلم,aggressive
ترضى اليهود النصارى تتبع ملتهم قل هدى الهدى,normal
نيك أمك القحبة شاهدت تعليقي نيك حتشون يماك,aggressive
ولد عواطف الميبون جيت خرية عواطف,aggressive
تعاون تشجع الناس خير,normal
كفار حبو يغيرو الدين,aggressive
معناها تحب تقول الصلاة الميراث يعيشك تاكد المعلومه تجي تتفلسف,normal
لطفي عجبتي رااااااااااااجل نستعرف وعجبتني قتلوا متحبنيش نولوا قيس وليلى قتلوا مندافعش والله راااااااااجل نستعرف مععجبتنيش قلتلوا تعجبني كفنان مغني الحيوان فنان,normal
وفا تحشي تفلم بالفارغ مرة عملة مشكلة لعنة ياملهط,aggressive
حقلك حق كافرة القران كتاب محفوظ برى لبهيمة اشب اعز حاجة برى يراك تعدي عمرك محتاجة قالتلهم اسكتوا ذلون الشعوب,aggressive
لقحبة مايا يعنزكمها حيوانة,aggressive
ليبية تاج راسك ماتقارنها بتونسيات العاهرات شط البحر عرينات وينيكوا هبا ودبا ياولد القحبه,aggressive
اعوذ بالله الشيطان الرجيم ربي يسترنا ويعافينا يحرقهم ويذلهم ذالهم ومفقرهم ومجوعهم كلاب المسيحين يحترمون المسلمين ولايفطرون امامهم ياكلاب يايهود تجاهرون بالمعصية وتأكلون رمضان الكريم ابتلانا بجار عاصي ومذنب ومرتد,aggressive
لاحولة بالله ملحدون الملعونون نترك تعالى قتلتومونا الحمد لله نعمة الاسلام ايرث رجل ياخد قسمة والامرءة تاخد نصف قسمة,aggressive
الشيخ مورو شيخ سلطان وطحان,aggressive
دربكم ولسلام زبي,aggressive
ياماية ارتقي كلام,normal
جبريا بهي نشيخ علاها تبدا تتدبوهم,aggressive
بار نيك امك القحب يمبوان,aggressive
كلام أشباه الرجال,aggressive
الناس شمس الدين باشا الجزائر نقتلوهم يباوش احياء الناس متحكيش رجوليتنا يشوهلنا سمعتنا يخي نسوي يخي اعوذ بالله المخنثين مايعديوش فالتلفزة نيكولهم اماتهم الفناة تقفل تعديهم,aggressive
بشير مكنتش نحبك واليوم حبيتك برتلي قلبي يعطيك الصحۃ,normal
مرة تهدر الإنسانة بري غطي راسك منبعد تكلم حافظة زوز كلمات بالعربية جاية تفتي وتحاسبي مستوى,normal
حرام ياربي كلام ربي مايلزمش يتمس حدود ياربي نزل سخطك وغضبك ياقادر مقتدر,aggressive
مريم حاب قحبة ناس كبار,aggressive
اسمعن برجل لقحب سامي يجيب يعطك عصب ياسامي ومرتك وبناتك زبور,aggressive
هههههههه والله بالدموع صوتها كفاه قبحك عاهرة وسخة راجع دينك جاوب كثرت العاهرات بلادي ربي يبقي الستر,aggressive
التوانسة ولاد بورقيبة وخواتاتهم القحاب,aggressive
برافو مابا كريم الغربي جاهل,aggressive
المعذرة اخي المغىربي نيييك الخرائر القذائر ابناء ديڨول نييييك دزايا,aggressive
حطب جهنم والله وجه تاعها بشاعة شر سوء خاتم كافرة والله حياتها خوف وشقاء عبدة الشيطان ربي يهدي عبادو استغفر,aggressive
بنقولك قلبي بصراحه رغم انكم علاقتكم جيده بالجزائيريين والمغاربه وتتحيزو إليهم نوع سامحيني تعلمي اقرب شعوب العالم العادات والتقاليد واللهجه ليبيا وتونس تعلمي تونس وليبيا الاصل شعب بجد الاحتلال عارف تفرقو المهم ربي يهدي ويريت تعيدو نظر قوانينكم اقسم لله غلط مساواه تامه حمايه لكفار ربي يهدي وخلاص الليبين شوي صعيبين زياده ويغضبو بسرعه يريت تراعو ظروف شوي وتحياتي ناس طيبه والمحترمه تونس,normal
يعطيكم عصبة شعب مبون تهاو يشري معلابلوش شعب رخيس يشري شعب تلافز يبقا عمرو كامل يشكي ويبكي مفما عصب عروسكم عفاطة تستاهلو مالطحين والجبن متاعكم,aggressive
تمنييك تمنييك تمنييك مخدومة ماتش المانيا الجزائر,normal
يروى المسلمين دخلوا الأندلس طردوا بقايا النصارى رفضوا الخضوع طردوهم قمم الجبال الشمالية كونوا مملكة بقيادة بلاي وأصبح ملكا وحينما جمعوا أمرهم وقويت شوكتهم أرادوا حرب المسلمين واسترجاع أرضهم ورأوا الأمر يحتاج روية ودراسة حال المسلمين فأرسل ملكهم بلاي جاسوسا لينظر حال المسلمين عبر الجاسوس النهر وخرج شاطئ المسلمين فوجد فتية صغارا يتنافسون رمي النبال ووجد واحدا منفردا يبكي فسأله حاله وماذا ألم,normal
جبري مخك ههههههههه وصلت للخارج ماوليتش انسان إنسانية الجبري جبري يزيونا لغة زواولة مكافحين جيت زوالي بلحق حق حرقة تالمون تحبوا تاكلوا الدنيا تتسحروا بالآخرة يعطيوك تحرق,aggressive
فقطع الرقاب,aggressive
تونس حرا زبي حرا تونس قحبة فرنسا,aggressive
كاش يعرف تفسير ايات ممكن تعطونا تفسير الاية لذكر ميراث باه نفهم ربي عطى للولد البنت قران نقروه وصاي قران نفسروه مليح باه نفهمو وكيفاه,normal
تعالى ابن نافع,normal
شعب الترمة تاعك,aggressive
روح تزمر كلمة زائدة,normal
الأمور بهيمة مافيهاش قارية جاهلة الأمور تمشي أنو الأيديولوجيا تحكم أفكار العباد لخرين عاملتها مقياس بيدها تنجم أغلاط تنجم تطيحك التناقض مايا القصوري مرة قالت شارلي إيبدو يستهزؤوا بالنبي الصلاة السلام قالت الحرية تخليهم أحرار بأنهم يصوروا تصاور متسفزة المسلمين يتحملو الحرية بنفس المنطق يولي الحرية عندهاش حدود مايا القصوري لازمها تقبل فكر شخص يقوللها صوت المرأة عورة حر المرأة بكلها عورة الثقافة العلم مواكبة الحداثة المزعومة تحكيو علاها عمرها تخلي إنسان يسقط التناقض زوز مواقف مختلفة ملاحظة كتبتلك تعليق سبيتك مايا العاهرة آما مبعد فسختو خلي نعطيك طريحة بالمنطق خير ضحية نوليو نحنا جهلة ملاحظة أخرى مرحبا وقت انجمو نعملو مناظرة فكرية الايديولوجيات خلي نفيقك روحك ضحية إعلام امسخ,aggressive
فخور الناس تثق بالسود المعامله يعلمون انهم رجال بحق الكلمه,normal
عصبة انجم نقول,aggressive
سيدي القحبه امك مصري كس امك جزائرية غبي القحب كسمك لغتكم سب سب,aggressive
كريم الغربي باين عطاي شعرو وطريقة مشيتو والله اعلم,normal
مايا عاهرة تدافع الإسلام تقزم,aggressive
حففهم ليمسطاش لكفار,aggressive
هز صواردك ونيك مابيكش ولد عواطف نعت صواردك,aggressive
نعلت معكم دنستم القراءن وكلام ورسوله تفوووه,aggressive
تونسي ليبي تونس بلادنا التانية وبرا كول خراك مخمج دخلك كافرة,aggressive
حركة يقودها اليهود بتوظيف قوم لوط والبهئيين,aggressive
تشدد بنت ناس دين تشدد,normal
ومخنث يتكلم رجولة,aggressive
مبروك لتونس,normal
ليفطرو رمضان مثلكم فرح براسك زنديق وبفساد بلادك والحمد لله اننا مغاربة والله يحفظنا بلادنا تعيشه بلادكم مجاهرة بالمعصية وزنا مرخص فواحش بدعم كامل القوانين الكافرة والله يلعنك نت وماتدافع فساد,aggressive
سؤال للعقول تدعي المعرفة الرب سبحانه انزل حكم الميراث يكن يعلم دولة إسمها تونس الرب سبحانه يعلم الخالق,normal
عار تونس والله حرام,aggressive
لمرا تدي نص حق الراجل لخاطر الحق تورث جيهتين دار بوها دار راجلها الراجل يورث دار بوه معادلة بسيطة ديننا دين حق,normal
قتلكش اصتعراف اخ,normal
تونس دولة مدنية دينية تحترم مواطنيها يهودا مسيحيين مسلمين نقتلوهم نذبحوهم مثلما قتلة مجرمين لعنة الدين,normal
تونس مرڨصى,normal
روح ولد لقحبة تكمش,aggressive
مفتي الجمهورية الهلال طلع هبط تقول المفتي مترسكوب مفهمتش الإسلام نحيو العيد الصغير الكبير رمضان يصبح المفتي بطال نكتبو الدستور تونس دولة عربية دينها عبادة الحجارة ساوي الميراث حل الماخور بيع الشراب ووو حق وقتها متجيش تقلي دينها الإسلام فرنسا مريتش الهم لعشتو تونس لله تربحكم,normal
لوطفي انسان مسموم,normal
هههه ثلث السكان سود الشمال الغربى اقسم بالله عمر ونمشى لتونس نبقى مبهورة نشوف زنوج لانى ماكنتش نشوفهم الشمال الغربى خليقة الرحمان,aggressive
تونسيۃ بدم فلسطيني جاهلة شعندي نضيف,aggressive
تعجبني لطفي شمس الدين ربي يهدينا يهديك تب وخطيك التشبه بالنساء,normal
المثال المجتمع,normal
المغرب نصف قحبة عنيبة زامل جاهل,aggressive
اناس ملقة متاكل لتربحكم طحانة,aggressive
لطفي نسيت مثلت شوفلي حل,normal
حبيت نقول لاكي القحبة الجاهلة برا نيك امك صوت زك امك مبحاح مالالكول الزبي صوتك كالجيلاني ولد حومتي نحي اكا الزوز كيلو مكياج البحري الجلاصي مرا,aggressive
حولا بالله حكم,normal
الشاب بشير رأيه مسكين كبشت تقول علقة يحفظ ويستر المرأة عورة وراني بشير ظالم مظلوم نظن عقدة الإسلام مايا,aggressive
ربي طيحك بواحد غني,normal
تراه القنواة التونسية يمت للواقع بصلة هههه,normal
حطوك محامية دكتورة نفسية عرفت صادقة نفسها وكيفاش ترضى روحك تهينك وتهين رجال تونس قدام العالم العربي برجالهم بمفكرينهم بمستوياتهم وكفاءاتهم تجي امسخة تطيح قيمة وقدر رجال ولاد بلادك تستحي فافعل شئت مافماش احساس زايد,aggressive
تحدث عاهرك سلمان السفاح القتال يلعنك واياه,aggressive
طاح عيني لطفي العبدلي مربي هااااارب,normal
حصة لقحاب,aggressive
ياخبيث ياملحد,aggressive
شوف الافارقة عاملين المغرب تونس يسرقو همجين ايجا لتونس شوف يحبون الغطرسة امتلاك افارقة ارى همجيتهم اوربا يحبون امتلاك بالمجان,aggressive
صاحبي الاوروب الناس تحب تعرف ناس الاوروب الصحاح تفضل لباريس اعرف جرجيس عكارة محرس غمراسنية جرابة صفاقسية ادخل الدواليب الصحيحة تشم ريحة الفلوس تعرف مخاخ التوانسة الصحاح قالو ولد حومة شعبية امورك هاكي تونس معلبلناش نعترفو بالجنوب ارضنا ارض جدادنا ديجا اهبط للجنوب تشوف البنوك شتخدم بالله نخرف نحكيلك حكايات تسمع سمع حدك تخلص كراء تقلي مالك المانيا تبيع فالغبرة مستحيل اللهم مسند قحبة المانية جابدتلك قرض تخلصو هانك مونسها ريقل روحك نحكي فالصندي لوغة حني حني احكاها لواحد منيك ميفهمش للمرا لبقاتلك جواعة بنية عمي هاكا ربما راجلك يخدم معاوناتو بالصبر فرنسا ميموت بالشر ليمخو حابس,aggressive
ههههههه زلعة عالمية نخدم عالصغار هههه,normal
لمرا تدي نص حق الراجل لخاطر الحق تورث جيهتين دار بوها دار راجلها الراجل يورث دار بوه معادلة بسيطة ديننا دين حق,normal
مازالشي الدزيرية خواتنا عبد مسلم عربي,normal
ترامب هههههههههههههههههههههههه تحس قهرتني اسأل الشفاء العاجل,normal
قالتلو نأمنش بالاغلبية علابالهاش الرسول صلى وسلم يد الجماعة,normal
تعرفي اختي تونس مليانه الافارقة المغرب سمعت الشيء,normal
تكن غبي,aggressive
مايا انسانة مثقفة راقية مليانة مخها معبية بلاسطها موضوع ملمة العمر عمرو يتعاير صغار نكبرو حققت حققوش وصل لل الراجل الشرقي بالذات يكره مرا مثقفة بالاخص كيفها مثقفة مترية راجل يكرها يسبها جاهل نجمش يسكتها مناضرة حوار ثقافي بحت فبالتالي يولي يعاير يسبها,normal
هاذو يسبو الدزيريات سيداتهم مايلحقوهمش الشعرة راسهم توصلهم الكلبات هاوليك الفرق الجزائرية التونسيات الهمجيات مافيهمش ريحة الانوثة التربية يسبو قلبك كبير وماديرتيش مي نخليهالهم هاكذاك يتشمتوا وماكانش رجوع للوراء ماقذفتش هدرت جزاء يسب الجزائريات تردهم نشالله,aggressive
شمس الدين متربي برشه عالاقل,normal
لطفي راجل وماهوش منافق وشمس مخنث ومنافق بولوجوه,aggressive
مافما مدام سنية بقيمتها الباقي حوس تفهم,normal
هههه حيوانة يجي ينقز,aggressive
حطوك محامية دكتورة نفسية عرفت صادقة نفسها وكيفاش ترضى روحك تهينك وتهين رجال تونس قدام العالم العربي برجالهم بمفكرينهم بمستوياتهم وكفاءاتهم تجي امسخة تطيح قيمة وقدر رجال ولاد بلادك تستحي فافعل شئت مافماش احساس زايد,aggressive
المسلم يطرح للاستفتاء والله هدا الرئيس ﻻيمكن مسلما,normal
تونس مسلمة ولحبو يولو الاوروبيين روحو قودو ماتكم لاووروبا ماشو عاجبك الحال مسلم روح تعطي بلاد الدياثة,aggressive
السوريات فنانات اغراء الاوربيبن معبية خامجات ميمنعوش الاوروبية السفر فيقو توانسة بخصتو برواحكم تطعنو سمعة ابنة بلدك العالم الجهل شعوب المغرب العربي ولينا مضحكة الجهل لطيف الراجل يشكر بنت بلادو فضحتونا,aggressive
باينة تكذب حكاية خوتاتها ديجا الحصة اتفه الحصص بالعاني يديرو باه يلهيو ااشعب التونسي اهم مشاكلو السياسة صارية الجزائر تحية ليكم اخوتي التوانسة,normal
مجدب ربي يحفظ ناس طيبة تونس وربي يستركم حرب شريعة يمهل يهمل احترامي تونس بدائت فساد اخلاقي وبدائت القنوات اللعينة الفرنسوية تونسية تفش الفاحشة بلاد المسلمين تونس نسال سلامه تونسيين طيبين,normal
هههههههههه مريم الدباغ تحب تعرس بتونسي هذاك النهار قالت رجال تونس ربي يهديها يبعدها بلادكم راهي طيحتلكم الرباء يعطيها وباء ربي,normal
مجدب دعوة ضالم التوانسة المسلمين المحافظين ربي يحفظهم شر وكلامي يخص أتر حياة دنيا الشياطين الانس وتونس وشك زلازل انتضرو غضب,normal
هالكلبة صبابة الفلوس اتبيع وطنها جيبنها وعاملين قيمة ابلاصتها الحبس,aggressive
اكب والله سعدك جاية المريخ متعرفش ورسوله فرضو المراة الحجاب عورة,aggressive
والله صابرين مساكن,normal
واياك يحفظكم ربي,normal
فيديو عملو كريم عمرو ماكان اهانة لمحمد صلاح بالعكس اكتر مرة البرنامج يجيبو سيرتو بانو فخر لمصر تونس والعالم كلو كنتو تفهمو لهجتنا كنتو زعلتوش واله يسامح الميديا بتحاول تعمل فتنة,normal
عارف أفسر كلامكم كلمه مفهومه وشعره,normal
